"id","uri","data","dataHoraRegistro","siglaOrgao","uriOrgao","uriEvento","proposicaoObjeto","uriProposicaoObjeto","descricao","aprovacao"
"2355879-42","https://dadosabertos.camara.leg.br/api/v2/votacoes/2355879-42","2024-02-06","2024-02-06T18:23:46","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71828",NA,NA,"Aprovado o Substitutivo ao Projeto de Lei nº 1.825, de 2023, adotado pelo relator da Comissão de Educação.",1
"2355879-45","https://dadosabertos.camara.leg.br/api/v2/votacoes/2355879-45","2024-02-06","2024-02-06T18:25:56","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71828",NA,NA,"Aprovada a Redação Final assinada pelo relator Dep. Romero Rodrigues (PODE/PB).",1
"2355879-47","https://dadosabertos.camara.leg.br/api/v2/votacoes/2355879-47","2024-02-06","2024-02-06T18:35:59","SECAP(SGM)","https://dadosabertos.camara.leg.br/api/v2/orgaos/100001",NA,NA,NA,"Realizar o encaminhamento do PL-1825/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1
"2355879-48","https://dadosabertos.camara.leg.br/api/v2/votacoes/2355879-48","2024-02-06","2024-02-06T18:36:00","SECAP(SGM)","https://dadosabertos.camara.leg.br/api/v2/orgaos/100001",NA,NA,NA,"Realizar o encaminhamento do PL-1825/2023 à CE (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1
"2355879-49","https://dadosabertos.camara.leg.br/api/v2/votacoes/2355879-49","2024-02-06","2024-02-06T18:36:00","SECAP(SGM)","https://dadosabertos.camara.leg.br/api/v2/orgaos/100001",NA,NA,NA,"Realizar o encaminhamento do PL-1825/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1
"491998-160","https://dadosabertos.camara.leg.br/api/v2/votacoes/491998-160","2024-02-06","2024-02-06T18:51:23","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71828",NA,NA,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 402, de 2011, adotada pelo relator da Comissão de Segurança Pública e Combate ao Crime Organizado.",1
"491998-163","https://dadosabertos.camara.leg.br/api/v2/votacoes/491998-163","2024-02-06","2024-02-06T18:57:30","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71828",NA,NA,"Aprovada a Redação Final assinada pelo relator, Dep. Coronel Telhada (PP/SP).",1
"2369369-50","https://dadosabertos.camara.leg.br/api/v2/votacoes/2369369-50","2024-02-06","2024-02-06T19:05:52","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71828",NA,NA,"Aprovado o Projeto de Decreto Legislativo nº 167, de 2023.",1
"2369369-52","https://dadosabertos.camara.leg.br/api/v2/votacoes/2369369-52","2024-02-06","2024-02-06T19:06:28","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71828",NA,NA,"Aprovada a Redação Final, assinada pelo Relator, Dep. Flávio Nogueira (PT-PI).",1
"2382349-49","https://dadosabertos.camara.leg.br/api/v2/votacoes/2382349-49","2024-02-06","2024-02-06T19:08:07","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71828",NA,NA,"Aprovado o Projeto de Decreto Legislativo nº 278, de 2023.",1
"2382349-51","https://dadosabertos.camara.leg.br/api/v2/votacoes/2382349-51","2024-02-06","2024-02-06T19:08:58","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71828",NA,NA,"Aprovada a Redação Final, assinada pela Relatora, Dep. Laura Carneiro (PSD-RJ).",1
"2388837-16","https://dadosabertos.camara.leg.br/api/v2/votacoes/2388837-16","2024-02-20","2024-02-20T14:54:08","CMO","https://dadosabertos.camara.leg.br/api/v2/orgaos/6855","https://dadosabertos.camara.leg.br/api/v2/eventos/71835",NA,NA,"Aprovado.",1
"2356295-5","https://dadosabertos.camara.leg.br/api/v2/votacoes/2356295-5","2024-02-20","2024-02-20T18:25:46","CMO","https://dadosabertos.camara.leg.br/api/v2/orgaos/6855","https://dadosabertos.camara.leg.br/api/v2/eventos/71835","AVN 2/2023 CN","https://dadosabertos.camara.leg.br/api/v2/proposicoes/2356295","Em deliberação, a matéria foi ARQUIVADA.",1
"2356248-5","https://dadosabertos.camara.leg.br/api/v2/votacoes/2356248-5","2024-02-20","2024-02-20T18:26:31","CMO","https://dadosabertos.camara.leg.br/api/v2/orgaos/6855","https://dadosabertos.camara.leg.br/api/v2/eventos/71835","AVN 1/2023 CN","https://dadosabertos.camara.leg.br/api/v2/proposicoes/2356248","Em deliberação, a matéria foi ARQUIVADA.",1
"2369203-5","https://dadosabertos.camara.leg.br/api/v2/votacoes/2369203-5","2024-02-20","2024-02-20T18:26:59","CMO","https://dadosabertos.camara.leg.br/api/v2/orgaos/6855","https://dadosabertos.camara.leg.br/api/v2/eventos/71835","AVN 10/2023 CN","https://dadosabertos.camara.leg.br/api/v2/proposicoes/2369203","Em deliberação, a matéria foi ARQUIVADA.",1
"623793-93","https://dadosabertos.camara.leg.br/api/v2/votacoes/623793-93","2024-02-20","2024-02-20T20:21:09","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71846",NA,NA,"Aprovado o Projeto de Lei nº 8.035, de 2014.",1
"623793-95","https://dadosabertos.camara.leg.br/api/v2/votacoes/623793-95","2024-02-20","2024-02-20T20:23:00","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71846",NA,NA,"Aprovada a Redação Final assinada pela relatora Dep. Laura Carneiro (PSD-RJ).",1
"380852-116","https://dadosabertos.camara.leg.br/api/v2/votacoes/380852-116","2024-02-20","2024-02-20T20:30:11","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71846",NA,NA,"Aprovado o Substitutivo ao Projeto de Lei nº 2.613, de 2007, adotado pela relatora da Comissão de Defesa dos Direitos da Pessoa Idosa.",1
"380852-119","https://dadosabertos.camara.leg.br/api/v2/votacoes/380852-119","2024-02-20","2024-02-20T20:33:22","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71846",NA,NA,"Aprovada a Redação Final assinada pela relatora, Dep. Nely Aquino (PODE-MG).",1
"582036-80","https://dadosabertos.camara.leg.br/api/v2/votacoes/582036-80","2024-02-20","2024-02-20T20:41:36","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71846",NA,NA,"Aprovada a Subemenda Substitutiva Global ao Substitutivo da Comissão de Trabalho, de Administração e Serviço Público ao Projeto de Lei nº 5.827, de 2013, da Comissão de Constituição e Justiça e de Cidadania.",1
"582036-84","https://dadosabertos.camara.leg.br/api/v2/votacoes/582036-84","2024-02-20","2024-02-20T20:46:39","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71846",NA,NA,"Mantido o texto.",NA
"582036-86","https://dadosabertos.camara.leg.br/api/v2/votacoes/582036-86","2024-02-20","2024-02-20T20:47:35","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71846",NA,NA,"Aprovada a Redação Final assinada pelo relator Dep. Luiz Fernando Faria (PSD-MG).",1
"2367548-7","https://dadosabertos.camara.leg.br/api/v2/votacoes/2367548-7","2024-02-20","2024-02-20T21:12:58","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180","https://dadosabertos.camara.leg.br/api/v2/eventos/71846","REQ 1884/2023","https://dadosabertos.camara.leg.br/api/v2/proposicoes/2367548","Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 442; não: 2; total: 444.",1
"568237-85","https://dadosabertos.camara.leg.br/api/v2/votacoes/568237-85","2024-02-20","2024-02-20T21:13:00","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180",NA,NA,NA,"Aprovado requerimento n. 1884/2023 do Sr. Fábio Macedo e outros que requer urgência para o PL 10106/2018, do Senado Federal, que “altera a Lei nº 8.080, de 19 de setembro de 1990, para dispor sobre a obrigatoriedade de publicação na internet de listas de pacientes que serão submetidos a procedimentos cirúrgicos eletivos no âmbito do Sistema Único de Saúde (SUS), e a Lei nº 8.429, de 2 de junho de 1992 (Lei de Improbidade Administrativa), para caracterizar o descumprimento dessa disposição como ato de improbidade administrativa”.",1
"569905-35","https://dadosabertos.camara.leg.br/api/v2/votacoes/569905-35","2024-02-20","2024-02-20T21:13:00","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180",NA,"PL 5274/2013","https://dadosabertos.camara.leg.br/api/v2/proposicoes/569905","Aprovado requerimento n. 1884/2023 do Sr. Fábio Macedo e outros que requer urgência para o PL 10106/2018, do Senado Federal, que “altera a Lei nº 8.080, de 19 de setembro de 1990, para dispor sobre a obrigatoriedade de publicação na internet de listas de pacientes que serão submetidos a procedimentos cirúrgicos eletivos no âmbito do Sistema Único de Saúde (SUS), e a Lei nº 8.429, de 2 de junho de 1992 (Lei de Improbidade Administrativa), para caracterizar o descumprimento dessa disposição como ato de improbidade administrativa”.",1
"570429-29","https://dadosabertos.camara.leg.br/api/v2/votacoes/570429-29","2024-02-20","2024-02-20T21:13:00","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180",NA,NA,NA,"Aprovado requerimento n. 1884/2023 do Sr. Fábio Macedo e outros que requer urgência para o PL 10106/2018, do Senado Federal, que “altera a Lei nº 8.080, de 19 de setembro de 1990, para dispor sobre a obrigatoriedade de publicação na internet de listas de pacientes que serão submetidos a procedimentos cirúrgicos eletivos no âmbito do Sistema Único de Saúde (SUS), e a Lei nº 8.429, de 2 de junho de 1992 (Lei de Improbidade Administrativa), para caracterizar o descumprimento dessa disposição como ato de improbidade administrativa”.",1
"2088410-24","https://dadosabertos.camara.leg.br/api/v2/votacoes/2088410-24","2024-02-20","2024-02-20T21:13:00","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180",NA,NA,NA,"Aprovado requerimento n. 1884/2023 do Sr. Fábio Macedo e outros que requer urgência para o PL 10106/2018, do Senado Federal, que “altera a Lei nº 8.080, de 19 de setembro de 1990, para dispor sobre a obrigatoriedade de publicação na internet de listas de pacientes que serão submetidos a procedimentos cirúrgicos eletivos no âmbito do Sistema Único de Saúde (SUS), e a Lei nº 8.429, de 2 de junho de 1992 (Lei de Improbidade Administrativa), para caracterizar o descumprimento dessa disposição como ato de improbidade administrativa”.",1
"2208718-18","https://dadosabertos.camara.leg.br/api/v2/votacoes/2208718-18","2024-02-20","2024-02-20T21:13:00","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180",NA,NA,NA,"Aprovado requerimento n. 1884/2023 do Sr. Fábio Macedo e outros que requer urgência para o PL 10106/2018, do Senado Federal, que “altera a Lei nº 8.080, de 19 de setembro de 1990, para dispor sobre a obrigatoriedade de publicação na internet de listas de pacientes que serão submetidos a procedimentos cirúrgicos eletivos no âmbito do Sistema Único de Saúde (SUS), e a Lei nº 8.429, de 2 de junho de 1992 (Lei de Improbidade Administrativa), para caracterizar o descumprimento dessa disposição como ato de improbidade administrativa”.",1
"2175537-22","https://dadosabertos.camara.leg.br/api/v2/votacoes/2175537-22","2024-02-20","2024-02-20T21:13:00","PLEN","https://dadosabertos.camara.leg.br/api/v2/orgaos/180",NA,NA,NA,"Aprovado requerimento n. 1884/2023 do Sr. Fábio Macedo e outros que requer urgência para o PL 10106/2018, do Senado Federal, que “altera a Lei nº 8.080, de 19 de setembro de 1990, para dispor sobre a obrigatoriedade de publicação na internet de listas de pacientes que serão submetidos a procedimentos cirúrgicos eletivos no âmbito do Sistema Único de Saúde (SUS), e a Lei nº 8.429, de 2 de junho de 1992 (Lei de Improbidade Administrativa), para caracterizar o descumprimento dessa disposição como ato de improbidade administrativa”.",1
